p1222,"['OperationalRiskAssessment', 'OperationalActivityMapping', 'OperationalDependencyMapping']"
p1334,"['OperationalRiskAssessment', 'OperationalActivityMapping']"
p1335,"['IdentifierActivityAnalysis', 'IdentifierAnalysis']"
p1336,"['c:IncidentHandlingManagement', 'c:NotifyingTask']"
p1337,"['IdentifierAnalysis', 'IdentifierReputationAnalysis', 'URLAnalysis']"
p1338,"['NetworkIsolation', 'BroadcastDomainIsolation']"
p1339,"['RestoreNetworkAccess', 'RestoreAccess']"
p1340,"['AccountLocking', 'CredentialEviction', 'WebSessionActivityAnalysis', 'UserBehaviorAnalysis']"
p1341,['c:IncidentDocumentation']
p1342,['c:IncidentDocumentation']
p1343,"['AssetInventory', 'NetworkNodeInventory']"
p1344,"['IdentifierActivityAnalysis', 'IdentifierAnalysis']"
p1345,"['ProcessTermination', 'ProcessEviction', 'AccountLocking', 'CredentialEviction']"
p1346,"['CredentialEviction', 'AccountLocking', 'ProcessTermination', 'ProcessEviction', 'IdentifierActivityAnalysis', 'IdentifierAnalysis']"
p1347,"['IdentifierActivityAnalysis', 'IdentifierAnalysis', 'AccountLocking', 'CredentialEviction', 'ProcessTermination', 'ProcessEviction']"
p1348,['c:AdditionalTask']
p1349,"['ProcessEviction', 'ProcessTermination', 'AccountLocking', 'CredentialEviction', 'IdentifierActivityAnalysis', 'IdentifierAnalysis']"
p1350,"['DNSDenylisting', 'NetworkIsolation']"
p1351,"['AccessModeling', 'OperationalActivityMapping']"
p1352,"['IdentifierActivityAnalysis', 'IdentifierAnalysis', 'MessageAnalysis', 'SenderReputationAnalysis']"
p1353,['c:CTI_Input']
p1354,['c:AdditionalTask']
p1355,['c:IncidentHandlingManagement']
p1356,['c:IncidentHandlingManagement']
p1357,['c:IncidentHandlingManagement']
p1358,"['AccountLocking', 'CredentialEviction']"
p1359,['c:CTI_Input']
p1360,['c:CTI_Input']
p1361,['c:CTI_Input']
p1362,['c:CTI_Input']
